dataset,method,M,efConstruction,efSearch,k,Rt,pip_gamma,pip_delta,Recall@k,QPS,Time_total_s,n_queries
msmarco_text,PiP,16,200,200,20,,95.0,20.0,0.92736,286.32,17.462715,5000
msmarco_text,PiP,16,200,50,10,,99.0,5.0,0.8587,528.35,9.463372,5000
msmarco_text,PiP,16,200,100,10,,99.0,5.0,0.85868,540.2,9.25579,5000
msmarco_text,PiP,16,200,200,10,,99.0,5.0,0.85868,527.09,9.486091,5000
msmarco_text,PiP,16,200,50,20,,99.0,5.0,0.8689,349.17,14.319539,5000
msmarco_text,PiP,16,200,100,20,,99.0,5.0,0.86889,383.61,13.034152,5000
msmarco_text,PiP,16,200,200,20,,99.0,5.0,0.86887,359.72,13.899878,5000
msmarco_text,PiP,16,200,50,10,,99.0,10.0,0.9235,889.93,5.618418,5000
msmarco_text,PiP,16,200,100,10,,99.0,10.0,0.9235,893.54,5.595726,5000
msmarco_text,PiP,16,200,200,10,,99.0,10.0,0.9236,863.01,5.793657,5000
msmarco_text,PiP,16,200,50,20,,99.0,10.0,0.92789,583.73,8.565606,5000
msmarco_text,PiP,16,200,100,20,,99.0,10.0,0.92886,571.2,8.753486,5000
msmarco_text,PiP,16,200,200,20,,99.0,10.0,0.92886,478.0,10.46017,5000
msmarco_text,PiP,16,200,50,10,,99.0,20.0,0.9632,626.86,7.976302,5000
msmarco_text,PiP,16,200,100,10,,99.0,20.0,0.9661,589.0,8.488909,5000
msmarco_text,PiP,16,200,200,10,,99.0,20.0,0.9662,566.42,8.827316,5000
msmarco_text,PiP,16,200,50,20,,99.0,20.0,0.95664,446.4,11.200682,5000
msmarco_text,PiP,16,200,100,20,,99.0,20.0,0.96735,337.22,14.827041,5000
msmarco_text,PiP,16,200,200,20,,99.0,20.0,0.96742,212.14,23.569671,5000
msmarco_text,Ada-ef,16,200,0,10,0.8,,,0.99948,63.21,79.098914,5000
msmarco_text,Ada-ef,16,200,0,10,0.85,,,0.99948,69.93,71.496339,5000
msmarco_text,Ada-ef,16,200,0,10,0.9,,,0.97432,434.2,11.515367,5000
msmarco_text,Ada-ef,16,200,0,10,0.95,,,0.99948,90.7,55.129001,5000
msmarco_text,Ada-ef,16,200,0,20,0.8,,,0.99955,98.81,50.600317,5000
msmarco_text,Ada-ef,16,200,0,20,0.85,,,0.99955,112.9,44.285647,5000
msmarco_text,Ada-ef,16,200,0,20,0.9,,,0.95979,595.25,8.399876,5000
msmarco_text,Ada-ef,16,200,0,20,0.95,,,0.99955,109.03,45.859355,5000
