dataset,query_idx,M,efConstruction,efSearch,k,Rt,baseline_recall,darth_recall,is_failure,difficulty_1nn_dist,query_norm
msmarco_text,43,16,200,200,10,0.9,1.0,1.0,False,1.054675,1.0
msmarco_text,44,16,200,200,10,0.9,0.6,0.6,False,1.042613,1.0
msmarco_text,45,16,200,200,10,0.9,0.8,0.8,False,1.046732,1.0
msmarco_text,46,16,200,200,10,0.9,0.5,0.5,False,1.044062,1.0
msmarco_text,47,16,200,200,10,0.9,0.9,0.9,False,0.834257,1.0
msmarco_text,48,16,200,200,10,0.9,1.0,1.0,False,0.83697,1.0
msmarco_text,49,16,200,200,10,0.9,1.0,1.0,False,0.955863,1.0
msmarco_text,50,16,200,200,10,0.9,1.0,1.0,False,0.748182,1.0
msmarco_text,51,16,200,200,10,0.9,1.0,1.0,False,0.739551,1.0
msmarco_text,52,16,200,200,10,0.9,1.0,1.0,False,0.840669,1.0
msmarco_text,53,16,200,200,10,0.9,1.0,1.0,False,0.76439,1.0
msmarco_text,54,16,200,200,10,0.9,0.8,0.8,False,0.817082,1.0
msmarco_text,55,16,200,200,10,0.9,0.9,0.9,False,0.768971,1.0
msmarco_text,56,16,200,200,10,0.9,0.8,0.8,False,1.019199,1.0
msmarco_text,57,16,200,200,10,0.9,1.0,1.0,False,0.75909,1.0
msmarco_text,58,16,200,200,10,0.9,1.0,1.0,False,0.755846,1.0
msmarco_text,59,16,200,200,10,0.9,1.0,1.0,False,0.632169,1.0
msmarco_text,60,16,200,200,10,0.9,0.9,0.9,False,0.647481,1.0
msmarco_text,61,16,200,200,10,0.9,1.0,1.0,False,0.769033,1.0
msmarco_text,62,16,200,200,10,0.9,1.0,1.0,False,0.84655,1.0
msmarco_text,63,16,200,200,10,0.9,1.0,1.0,False,0.742343,1.0
msmarco_text,64,16,200,200,10,0.9,1.0,1.0,False,0.565273,1.0
msmarco_text,65,16,200,200,10,0.9,0.9,0.9,False,0.586699,1.0
msmarco_text,66,16,200,200,10,0.9,1.0,1.0,False,0.709513,1.0
msmarco_text,67,16,200,200,10,0.9,0.9,0.9,False,0.95298,1.0
msmarco_text,68,16,200,200,10,0.9,0.8,0.8,False,0.878665,1.0
msmarco_text,69,16,200,200,10,0.9,0.9,0.9,False,0.873665,1.0
msmarco_text,70,16,200,200,10,0.9,1.0,1.0,False,0.898554,1.0
msmarco_text,71,16,200,200,10,0.9,0.9,0.9,False,0.865148,1.0
msmarco_text,72,16,200,200,10,0.9,0.7,0.7,False,1.040619,1.0
msmarco_text,73,16,200,200,10,0.9,0.7,0.7,False,1.045392,1.0
msmarco_text,74,16,200,200,10,0.9,0.4,0.4,False,1.060726,1.0
msmarco_text,75,16,200,200,10,0.9,0.5,0.5,False,1.030291,1.0
msmarco_text,76,16,200,200,10,0.9,0.7,0.7,False,0.98418,1.0
msmarco_text,77,16,200,200,10,0.9,1.0,1.0,False,0.948012,1.0
msmarco_text,78,16,200,200,10,0.9,1.0,1.0,False,0.890327,1.0
msmarco_text,79,16,200,200,10,0.9,1.0,1.0,False,0.92108,1.0
msmarco_text,80,16,200,200,10,0.9,0.7,0.7,False,1.084596,1.0
msmarco_text,81,16,200,200,10,0.9,1.0,1.0,False,0.899676,1.0
msmarco_text,82,16,200,200,10,0.9,0.9,0.9,False,1.003424,1.0
msmarco_text,83,16,200,200,10,0.9,1.0,1.0,False,0.9556,1.0
msmarco_text,84,16,200,200,10,0.9,0.9,0.9,False,1.033679,1.0
msmarco_text,85,16,200,200,10,0.9,1.0,1.0,False,0.928631,1.0
msmarco_text,86,16,200,200,10,0.9,1.0,1.0,False,0.985472,1.0
msmarco_text,87,16,200,200,10,0.9,1.0,1.0,False,1.023655,1.0
msmarco_text,88,16,200,200,10,0.9,0.9,0.9,False,1.166358,1.0
msmarco_text,89,16,200,200,10,0.9,0.7,0.7,False,0.998016,1.0
msmarco_text,90,16,200,200,10,0.9,0.8,0.8,False,1.085841,1.0
msmarco_text,91,16,200,200,10,0.9,0.9,0.9,False,0.0,1.0
msmarco_text,92,16,200,200,10,0.9,0.9,0.9,False,1.080808,1.0
msmarco_text,93,16,200,200,10,0.9,0.9,0.9,False,1.042642,1.0
msmarco_text,94,16,200,200,10,0.9,1.0,1.0,False,1.065607,1.0
msmarco_text,95,16,200,200,10,0.9,0.6,0.6,False,0.950613,1.0
msmarco_text,96,16,200,200,10,0.9,1.0,1.0,False,0.935232,1.0
msmarco_text,97,16,200,200,10,0.9,0.7,0.7,False,1.025313,1.0
msmarco_text,98,16,200,200,10,0.9,0.8,0.8,False,0.947524,1.0
msmarco_text,99,16,200,200,10,0.9,0.2,0.2,False,1.063356,1.0
msmarco_text,100,16,200,200,10,0.9,0.7,0.7,False,0.980938,1.0
msmarco_text,101,16,200,200,10,0.9,1.0,1.0,False,1.017001,1.0
msmarco_text,102,16,200,200,10,0.9,1.0,1.0,False,0.976104,1.0
msmarco_text,103,16,200,200,10,0.9,0.8,0.8,False,1.041162,1.0
msmarco_text,104,16,200,200,10,0.9,0.9,0.9,False,0.963685,1.0
msmarco_text,105,16,200,200,10,0.9,0.9,0.9,False,0.922523,1.0
msmarco_text,106,16,200,200,10,0.9,0.5,0.5,False,1.076642,1.0
msmarco_text,107,16,200,200,10,0.9,1.0,1.0,False,0.895796,1.0
msmarco_text,108,16,200,200,10,0.9,1.0,1.0,False,0.946172,1.0
msmarco_text,109,16,200,200,10,0.9,1.0,1.0,False,0.950244,1.0
msmarco_text,110,16,200,200,10,0.9,1.0,1.0,False,0.882607,1.0
msmarco_text,111,16,200,200,10,0.9,1.0,1.0,False,0.918062,1.0
msmarco_text,112,16,200,200,10,0.9,1.0,1.0,False,0.912907,1.0
msmarco_text,113,16,200,200,10,0.9,0.8,0.8,False,0.999616,1.0
msmarco_text,114,16,200,200,10,0.9,1.0,1.0,False,0.926937,1.0
msmarco_text,115,16,200,200,10,0.9,0.9,0.9,False,0.99758,1.0
msmarco_text,116,16,200,200,10,0.9,0.9,0.9,False,1.044848,1.0
msmarco_text,117,16,200,200,10,0.9,0.9,0.9,False,0.883231,1.0
msmarco_text,118,16,200,200,10,0.9,1.0,1.0,False,0.82866,1.0
msmarco_text,119,16,200,200,10,0.9,0.9,0.9,False,0.884915,1.0
msmarco_text,120,16,200,200,10,0.9,0.9,0.9,False,0.744819,1.0
msmarco_text,121,16,200,200,10,0.9,1.0,1.0,False,0.543228,1.0
msmarco_text,122,16,200,200,10,0.9,0.8,0.8,False,0.958736,1.0
msmarco_text,123,16,200,200,10,0.9,1.0,1.0,False,0.607478,1.0
msmarco_text,124,16,200,200,10,0.9,0.7,0.7,False,0.980786,1.0
msmarco_text,125,16,200,200,10,0.9,1.0,1.0,False,0.918423,1.0
msmarco_text,126,16,200,200,10,0.9,1.0,1.0,False,0.666937,1.0
msmarco_text,127,16,200,200,10,0.9,1.0,1.0,False,0.889089,1.0
msmarco_text,128,16,200,200,10,0.9,1.0,1.0,False,0.771372,1.0
msmarco_text,129,16,200,200,10,0.9,0.8,0.8,False,1.024444,1.0
msmarco_text,130,16,200,200,10,0.9,1.0,1.0,False,0.834031,1.0
msmarco_text,131,16,200,200,10,0.9,1.0,1.0,False,0.855338,1.0
msmarco_text,132,16,200,200,10,0.9,1.0,1.0,False,0.865093,1.0
msmarco_text,133,16,200,200,10,0.9,1.0,1.0,False,0.683666,1.0
msmarco_text,134,16,200,200,10,0.9,1.0,1.0,False,0.837073,1.0
msmarco_text,135,16,200,200,10,0.9,1.0,1.0,False,0.775959,1.0
msmarco_text,136,16,200,200,10,0.9,1.0,1.0,False,0.767376,1.0
msmarco_text,137,16,200,200,10,0.9,0.9,0.9,False,0.96485,1.0
msmarco_text,138,16,200,200,10,0.9,0.7,0.7,False,1.013345,1.0
msmarco_text,139,16,200,200,10,0.9,0.4,0.4,False,1.026741,1.0
msmarco_text,140,16,200,200,10,0.9,0.9,0.9,False,0.931504,1.0
msmarco_text,141,16,200,200,10,0.9,0.9,0.9,False,0.919747,1.0
msmarco_text,142,16,200,200,10,0.9,1.0,1.0,False,1.028929,1.0
msmarco_text,143,16,200,200,10,0.9,0.8,0.8,False,0.976404,1.0
msmarco_text,144,16,200,200,10,0.9,0.7,0.7,False,1.058178,1.0
msmarco_text,145,16,200,200,10,0.9,1.0,1.0,False,0.949987,1.0
msmarco_text,146,16,200,200,10,0.9,0.9,0.9,False,0.99181,1.0
msmarco_text,147,16,200,200,10,0.9,0.8,0.8,False,1.070834,1.0
msmarco_text,148,16,200,200,10,0.9,0.6,0.6,False,0.987225,1.0
msmarco_text,149,16,200,200,10,0.9,0.3,0.3,False,1.086273,1.0
msmarco_text,150,16,200,200,10,0.9,0.8,0.8,False,0.920767,1.0
msmarco_text,151,16,200,200,10,0.9,0.5,0.5,False,1.075821,1.0
msmarco_text,152,16,200,200,10,0.9,0.9,0.9,False,1.004345,1.0
msmarco_text,153,16,200,200,10,0.9,1.0,1.0,False,0.937566,1.0
msmarco_text,154,16,200,200,10,0.9,0.8,0.8,False,0.991166,1.0
msmarco_text,155,16,200,200,10,0.9,1.0,1.0,False,1.02851,1.0
msmarco_text,156,16,200,200,10,0.9,0.8,0.8,False,1.075038,1.0
msmarco_text,157,16,200,200,10,0.9,0.9,0.9,False,1.041864,1.0
msmarco_text,158,16,200,200,10,0.9,0.9,0.9,False,0.967038,1.0
msmarco_text,159,16,200,200,10,0.9,1.0,1.0,False,0.898101,1.0
msmarco_text,160,16,200,200,10,0.9,0.8,0.8,False,0.955911,1.0
msmarco_text,161,16,200,200,10,0.9,1.0,1.0,False,0.951766,1.0
msmarco_text,162,16,200,200,10,0.9,0.9,0.9,False,0.929294,1.0
msmarco_text,163,16,200,200,10,0.9,1.0,1.0,False,0.910601,1.0
msmarco_text,164,16,200,200,10,0.9,0.9,0.9,False,1.115868,1.0
msmarco_text,165,16,200,200,10,0.9,0.9,0.9,False,0.989587,1.0
msmarco_text,166,16,200,200,10,0.9,0.8,0.8,False,1.081262,1.0
msmarco_text,167,16,200,200,10,0.9,0.7,0.7,False,0.995146,1.0
msmarco_text,168,16,200,200,10,0.9,1.0,1.0,False,1.032778,1.0
msmarco_text,169,16,200,200,10,0.9,0.6,0.6,False,1.071382,1.0
msmarco_text,170,16,200,200,10,0.9,0.6,0.6,False,0.958004,1.0
msmarco_text,171,16,200,200,10,0.9,0.8,0.8,False,1.009938,1.0
msmarco_text,172,16,200,200,10,0.9,0.8,0.8,False,1.071464,1.0
msmarco_text,173,16,200,200,10,0.9,0.6,0.6,False,1.046399,1.0
msmarco_text,174,16,200,200,10,0.9,0.8,0.8,False,0.983228,1.0
msmarco_text,175,16,200,200,10,0.9,0.5,0.5,False,1.05568,1.0
msmarco_text,176,16,200,200,10,0.9,0.7,0.7,False,0.998033,1.0
msmarco_text,177,16,200,200,10,0.9,0.3,0.3,False,1.06228,1.0
msmarco_text,178,16,200,200,10,0.9,0.4,0.4,False,1.063969,1.0
msmarco_text,179,16,200,200,10,0.9,1.0,1.0,False,0.93206,1.0
msmarco_text,180,16,200,200,10,0.9,0.7,0.7,False,0.98461,1.0
msmarco_text,181,16,200,200,10,0.9,0.9,0.9,False,0.978156,1.0
msmarco_text,182,16,200,200,10,0.9,0.8,0.8,False,1.093094,1.0
msmarco_text,183,16,200,200,10,0.9,0.9,0.9,False,0.972834,1.0
msmarco_text,184,16,200,200,10,0.9,0.3,0.3,False,1.091756,1.0
msmarco_text,185,16,200,200,10,0.9,0.9,0.9,False,0.923796,1.0
msmarco_text,186,16,200,200,10,0.9,0.9,0.9,False,0.905293,1.0
msmarco_text,187,16,200,200,10,0.9,0.7,0.7,False,0.937507,1.0
msmarco_text,188,16,200,200,10,0.9,0.8,0.8,False,1.044284,1.0
msmarco_text,189,16,200,200,10,0.9,0.5,0.5,False,1.026534,1.0
msmarco_text,190,16,200,200,10,0.9,0.8,0.8,False,1.011703,1.0
msmarco_text,191,16,200,200,10,0.9,0.7,0.7,False,0.967045,1.0
msmarco_text,192,16,200,200,10,0.9,1.0,1.0,False,0.788842,1.0
msmarco_text,193,16,200,200,10,0.9,0.8,0.8,False,1.05954,1.0
msmarco_text,194,16,200,200,10,0.9,0.8,0.8,False,1.01147,1.0
msmarco_text,195,16,200,200,10,0.9,0.7,0.7,False,1.001981,1.0
msmarco_text,196,16,200,200,10,0.9,0.8,0.8,False,0.989994,1.0
msmarco_text,197,16,200,200,10,0.9,0.9,0.9,False,1.005665,1.0
msmarco_text,198,16,200,200,10,0.9,0.8,0.8,False,1.016554,1.0
msmarco_text,199,16,200,200,10,0.9,0.6,0.6,False,1.129457,1.0
msmarco_text,200,16,200,200,10,0.9,0.7,0.7,False,1.007561,1.0
msmarco_text,201,16,200,200,10,0.9,1.0,1.0,False,0.946154,1.0
msmarco_text,202,16,200,200,10,0.9,0.4,0.4,False,1.09957,1.0
msmarco_text,203,16,200,200,10,0.9,0.8,0.8,False,0.988777,1.0
msmarco_text,204,16,200,200,10,0.9,1.0,1.0,False,0.932992,1.0
msmarco_text,205,16,200,200,10,0.9,1.0,1.0,False,0.946154,1.0
msmarco_text,206,16,200,200,10,0.9,0.0,0.0,False,1.08777,1.0
msmarco_text,207,16,200,200,10,0.9,0.7,0.7,False,1.012564,1.0
msmarco_text,208,16,200,200,10,0.9,1.0,1.0,False,0.582801,1.0
msmarco_text,209,16,200,200,10,0.9,0.8,0.8,False,1.027295,1.0
msmarco_text,210,16,200,200,10,0.9,1.0,1.0,False,0.965262,1.0
msmarco_text,211,16,200,200,10,0.9,1.0,1.0,False,0.628246,1.0
msmarco_text,212,16,200,200,10,0.9,0.9,0.9,False,0.987128,1.0
msmarco_text,213,16,200,200,10,0.9,1.0,1.0,False,0.575578,1.0
msmarco_text,214,16,200,200,10,0.9,0.7,0.7,False,0.948253,1.0
msmarco_text,215,16,200,200,10,0.9,1.0,1.0,False,1.011093,1.0
msmarco_text,216,16,200,200,10,0.9,1.0,1.0,False,0.888904,1.0
msmarco_text,217,16,200,200,10,0.9,0.6,0.6,False,0.785099,1.0
msmarco_text,218,16,200,200,10,0.9,0.8,0.8,False,0.95219,1.0
msmarco_text,219,16,200,200,10,0.9,1.0,1.0,False,0.899663,1.0
msmarco_text,220,16,200,200,10,0.9,0.9,0.9,False,0.943194,1.0
msmarco_text,221,16,200,200,10,0.9,0.8,0.8,False,0.896141,1.0
msmarco_text,222,16,200,200,10,0.9,1.0,1.0,False,0.885132,1.0
msmarco_text,223,16,200,200,10,0.9,1.0,1.0,False,0.913032,1.0
msmarco_text,224,16,200,200,10,0.9,0.1,0.1,False,0.948842,1.0
msmarco_text,225,16,200,200,10,0.9,0.8,0.8,False,0.86427,1.0
msmarco_text,226,16,200,200,10,0.9,1.0,1.0,False,0.714532,1.0
msmarco_text,227,16,200,200,10,0.9,0.5,0.5,False,1.06908,1.0
msmarco_text,228,16,200,200,10,0.9,0.8,0.8,False,1.062239,1.0
msmarco_text,229,16,200,200,10,0.9,0.7,0.7,False,1.050055,1.0
msmarco_text,230,16,200,200,10,0.9,0.6,0.6,False,1.065276,1.0
msmarco_text,231,16,200,200,10,0.9,0.5,0.5,False,1.05176,1.0
msmarco_text,232,16,200,200,10,0.9,0.5,0.5,False,1.103142,1.0
msmarco_text,233,16,200,200,10,0.9,0.4,0.4,False,1.068803,1.0
msmarco_text,234,16,200,200,10,0.9,0.9,0.9,False,0.983719,1.0
msmarco_text,235,16,200,200,10,0.9,0.7,0.7,False,1.023794,1.0
msmarco_text,236,16,200,200,10,0.9,0.7,0.7,False,1.036916,1.0
msmarco_text,237,16,200,200,10,0.9,1.0,1.0,False,0.0,1.0
msmarco_text,238,16,200,200,10,0.9,0.9,0.9,False,0.928382,1.0
msmarco_text,239,16,200,200,10,0.9,1.0,1.0,False,0.910237,1.0
msmarco_text,240,16,200,200,10,0.9,0.9,0.9,False,0.726477,1.0
msmarco_text,241,16,200,200,10,0.9,1.0,1.0,False,0.888872,1.0
msmarco_text,242,16,200,200,10,0.9,0.9,0.9,False,1.010446,1.0
msmarco_text,243,16,200,200,10,0.9,0.8,0.8,False,0.904309,1.0
msmarco_text,244,16,200,200,10,0.9,0.9,0.9,False,0.904398,1.0
msmarco_text,245,16,200,200,10,0.9,0.6,0.6,False,0.83884,1.0
msmarco_text,246,16,200,200,10,0.9,1.0,1.0,False,0.828493,1.0
msmarco_text,247,16,200,200,10,0.9,1.0,1.0,False,1.075509,1.0
msmarco_text,248,16,200,200,10,0.9,0.9,0.9,False,1.020805,1.0
msmarco_text,249,16,200,200,10,0.9,0.7,0.7,False,1.051926,1.0
msmarco_text,250,16,200,200,10,0.9,1.0,1.0,False,1.07683,1.0
msmarco_text,251,16,200,200,10,0.9,1.0,1.0,False,1.022289,1.0
msmarco_text,252,16,200,200,10,0.9,1.0,1.0,False,1.002484,1.0
msmarco_text,253,16,200,200,10,0.9,0.4,0.4,False,1.056266,1.0
msmarco_text,254,16,200,200,10,0.9,0.5,0.5,False,1.07752,1.0
msmarco_text,255,16,200,200,10,0.9,1.0,1.0,False,1.056531,1.0
msmarco_text,256,16,200,200,10,0.9,0.8,0.8,False,1.045895,1.0
msmarco_text,257,16,200,200,10,0.9,0.8,0.8,False,1.090596,1.0
msmarco_text,258,16,200,200,10,0.9,0.7,0.7,False,1.089564,1.0
msmarco_text,259,16,200,200,10,0.9,0.8,0.8,False,1.11698,1.0
msmarco_text,260,16,200,200,10,0.9,0.4,0.4,False,1.045886,1.0
msmarco_text,261,16,200,200,10,0.9,1.0,1.0,False,1.031615,1.0
msmarco_text,262,16,200,200,10,0.9,0.9,0.9,False,1.018434,1.0
msmarco_text,263,16,200,200,10,0.9,0.5,0.5,False,1.044638,1.0
msmarco_text,264,16,200,200,10,0.9,1.0,1.0,False,0.880105,1.0
msmarco_text,265,16,200,200,10,0.9,0.7,0.7,False,1.001283,1.0
msmarco_text,266,16,200,200,10,0.9,0.9,0.9,False,1.096852,1.0
msmarco_text,267,16,200,200,10,0.9,0.3,0.3,False,1.103192,1.0
msmarco_text,268,16,200,200,10,0.9,1.0,1.0,False,1.065109,1.0
msmarco_text,269,16,200,200,10,0.9,0.5,0.5,False,1.128774,1.0
msmarco_text,270,16,200,200,10,0.9,0.7,0.7,False,1.084406,1.0
msmarco_text,271,16,200,200,10,0.9,0.5,0.5,False,1.020728,1.0
msmarco_text,272,16,200,200,10,0.9,0.8,0.8,False,1.009091,1.0
msmarco_text,273,16,200,200,10,0.9,0.8,0.8,False,1.056359,1.0
msmarco_text,274,16,200,200,10,0.9,0.5,0.5,False,1.07689,1.0
msmarco_text,275,16,200,200,10,0.9,0.9,0.9,False,1.053214,1.0
msmarco_text,276,16,200,200,10,0.9,0.4,0.4,False,1.028448,1.0
msmarco_text,277,16,200,200,10,0.9,0.8,0.8,False,1.029308,1.0
msmarco_text,278,16,200,200,10,0.9,0.6,0.6,False,0.997163,1.0
msmarco_text,279,16,200,200,10,0.9,0.8,0.8,False,0.993147,1.0
msmarco_text,280,16,200,200,10,0.9,0.9,0.9,False,1.035345,1.0
msmarco_text,281,16,200,200,10,0.9,0.7,0.7,False,1.023287,1.0
msmarco_text,282,16,200,200,10,0.9,0.7,0.7,False,1.035758,1.0
msmarco_text,283,16,200,200,10,0.9,0.9,0.9,False,0.954065,1.0
msmarco_text,284,16,200,200,10,0.9,0.3,0.3,False,0.91779,1.0
msmarco_text,285,16,200,200,10,0.9,1.0,1.0,False,0.990121,1.0
msmarco_text,286,16,200,200,10,0.9,0.8,0.8,False,1.041568,1.0
msmarco_text,287,16,200,200,10,0.9,1.0,1.0,False,0.974501,1.0
msmarco_text,288,16,200,200,10,0.9,1.0,1.0,False,0.874586,1.0
msmarco_text,289,16,200,200,10,0.9,0.8,0.8,False,0.822612,1.0
msmarco_text,290,16,200,200,10,0.9,0.9,0.9,False,0.849142,1.0
msmarco_text,291,16,200,200,10,0.9,1.0,1.0,False,0.926117,1.0
msmarco_text,292,16,200,200,10,0.9,1.0,1.0,False,0.782944,1.0
msmarco_text,293,16,200,200,10,0.9,1.0,1.0,False,0.898638,1.0
msmarco_text,294,16,200,200,10,0.9,1.0,1.0,False,0.787067,1.0
msmarco_text,295,16,200,200,10,0.9,0.9,0.9,False,1.018828,1.0
msmarco_text,296,16,200,200,10,0.9,1.0,1.0,False,0.870656,1.0
msmarco_text,297,16,200,200,10,0.9,1.0,1.0,False,0.7622,1.0
msmarco_text,298,16,200,200,10,0.9,0.7,0.7,False,0.816242,1.0
msmarco_text,299,16,200,200,10,0.9,1.0,1.0,False,0.671984,1.0
msmarco_text,300,16,200,200,10,0.9,0.9,0.9,False,0.82787,1.0
msmarco_text,301,16,200,200,10,0.9,1.0,1.0,False,0.752298,1.0
msmarco_text,302,16,200,200,10,0.9,0.8,0.8,False,0.823314,1.0
msmarco_text,303,16,200,200,10,0.9,1.0,1.0,False,0.783514,1.0
msmarco_text,304,16,200,200,10,0.9,1.0,1.0,False,0.814856,1.0
msmarco_text,305,16,200,200,10,0.9,1.0,1.0,False,0.820948,1.0
msmarco_text,306,16,200,200,10,0.9,1.0,1.0,False,0.921322,1.0
msmarco_text,307,16,200,200,10,0.9,0.6,0.6,False,1.070626,1.0
msmarco_text,308,16,200,200,10,0.9,1.0,1.0,False,0.727078,1.0
msmarco_text,309,16,200,200,10,0.9,1.0,1.0,False,0.827589,1.0
msmarco_text,310,16,200,200,10,0.9,1.0,1.0,False,0.330771,1.0
msmarco_text,311,16,200,200,10,0.9,0.8,0.8,False,0.954854,1.0
msmarco_text,312,16,200,200,10,0.9,0.8,0.8,False,0.94872,1.0
msmarco_text,313,16,200,200,10,0.9,0.6,0.6,False,0.921361,1.0
msmarco_text,314,16,200,200,10,0.9,1.0,1.0,False,0.7411,1.0
msmarco_text,315,16,200,200,10,0.9,1.0,1.0,False,0.315392,1.0
msmarco_text,316,16,200,200,10,0.9,1.0,1.0,False,0.731821,1.0
msmarco_text,317,16,200,200,10,0.9,0.8,0.8,False,1.089462,1.0
msmarco_text,318,16,200,200,10,0.9,1.0,1.0,False,0.99979,1.0
msmarco_text,319,16,200,200,10,0.9,0.8,0.8,False,1.025978,1.0
msmarco_text,320,16,200,200,10,0.9,0.8,0.8,False,1.11033,1.0
msmarco_text,321,16,200,200,10,0.9,0.8,0.8,False,1.099114,1.0
msmarco_text,322,16,200,200,10,0.9,0.9,0.9,False,0.993355,1.0
msmarco_text,323,16,200,200,10,0.9,0.8,0.8,False,1.020068,1.0
msmarco_text,324,16,200,200,10,0.9,0.8,0.8,False,1.097275,1.0
msmarco_text,325,16,200,200,10,0.9,0.9,0.9,False,1.069912,1.0
msmarco_text,326,16,200,200,10,0.9,0.7,0.7,False,1.07175,1.0
msmarco_text,327,16,200,200,10,0.9,0.8,0.8,False,1.013484,1.0
msmarco_text,328,16,200,200,10,0.9,0.9,0.9,False,1.050972,1.0
msmarco_text,329,16,200,200,10,0.9,0.7,0.7,False,1.050836,1.0
msmarco_text,330,16,200,200,10,0.9,0.9,0.9,False,0.971241,1.0
msmarco_text,331,16,200,200,10,0.9,0.7,0.7,False,0.994429,1.0
msmarco_text,332,16,200,200,10,0.9,0.9,0.9,False,1.01404,1.0
msmarco_text,333,16,200,200,10,0.9,0.6,0.6,False,0.988899,1.0
msmarco_text,334,16,200,200,10,0.9,0.6,0.6,False,1.042667,1.0
msmarco_text,335,16,200,200,10,0.9,0.8,0.8,False,1.061609,1.0
msmarco_text,336,16,200,200,10,0.9,0.9,0.9,False,1.062917,1.0
msmarco_text,337,16,200,200,10,0.9,0.5,0.5,False,0.983932,1.0
msmarco_text,338,16,200,200,10,0.9,0.8,0.8,False,1.0894,1.0
msmarco_text,339,16,200,200,10,0.9,0.7,0.7,False,1.046327,1.0
msmarco_text,340,16,200,200,10,0.9,0.8,0.8,False,1.032504,1.0
msmarco_text,341,16,200,200,10,0.9,0.5,0.5,False,1.047891,1.0
msmarco_text,342,16,200,200,10,0.9,0.7,0.7,False,1.113264,1.0
msmarco_text,343,16,200,200,10,0.9,0.6,0.6,False,0.99148,1.0
msmarco_text,344,16,200,200,10,0.9,0.7,0.7,False,1.067181,1.0
msmarco_text,345,16,200,200,10,0.9,0.4,0.4,False,1.031343,1.0
